Name,Platform,Year_of_Release,Era,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Global_Sales_Calculated,Sales_Region_Dominant,Critic_Score,Critic_Count,User_Score,User_Count,Score_Gap
Stranger of Sword City,PSV,2015,2010s,Role-Playing,Nippon Ichi Software,Experience Inc.,T,0.02,0.0,0.0,0.01,0.04,0.03,NA,71.0,24,8.0,30,-9.0
Jane's Hotel,DS,2010,2010s,Simulation,Unknown,Zoo Games,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Espgaluda II Black Label,X360,2010,2010s,Shooter,Cave,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Hot Potato!,GBA,2001,2000s,Action,Bam! Entertainment,Unknown,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
The Croods: Prehistoric Party!,3DS,2013,2010s,Misc,D3Publisher,Unknown,Unknown,0.01,0.02,0.0,0.0,0.04,0.03,EU,71.0,21,7.5,24,-4.0
World of Goo,PC,2008,2000s,Puzzle,2D Boy,2D Boy,E,0.0,0.03,0.0,0.01,0.04,0.04,EU,90.0,26,8.5,607,5.0
Kiniro no Corda 2 f,PSP,2009,2000s,Role-Playing,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Pro Evolution Soccer 2017,X360,2016,2010s,Sports,Konami Digital Entertainment,Konami,E,0.01,0.02,0.0,0.0,0.04,0.03,EU,71.0,21,6.5,17,6.0
World in Conflict: Complete Edition,PC,2009,2000s,Strategy,Ubisoft,Massive Entertainment,T,0.0,0.03,0.0,0.01,0.04,0.04,EU,71.0,21,7.5,24,-4.0
Deception III: Dark Delusion,PS,1999,1990s,Role-Playing,Tecmo Koei,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Ultimate Game Room,DS,2009,2000s,Misc,Majesco Entertainment,Frontline Studios,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Warhammer: The End Times - Vermintide,PS4,2016,2010s,Action,Games Workshop,Unknown,Unknown,0.01,0.02,0.0,0.01,0.04,0.04,EU,71.0,21,7.5,24,-4.0
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,2010s,Misc,Shogakukan,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Secret Files 2: Puritas Cordis,PC,2009,2000s,Adventure,Deep Silver,"Fusionsphere Systems, Animation Arts",T,0.0,0.03,0.0,0.0,0.04,0.03,EU,64.0,14,7.1,17,-7.0
Half-Minute Hero 2,PSP,2007,2000s,Role-Playing,Rising Star Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Cook Wars,Wii,2009,2000s,Misc,Ubisoft,Virtual Toys,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Monster Kingdom: Jewel Summoner,PSP,2006,2000s,Role-Playing,Sony Computer Entertainment,Gaia (Sony),T,0.0,0.0,0.04,0.0,0.04,0.04,JP,66.0,25,6.8,6,-2.0
Railroad Tycoon 3,PC,2003,2000s,Strategy,Gathering Of Developers,Poptop Software,E,0.0,0.03,0.0,0.0,0.04,0.03,EU,80.0,19,7.7,57,3.0
Kuroshitsuji: Phantom & Ghost,DS,2009,2000s,Action,Square Enix,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Zoo Hospital,DS,2007,2000s,Simulation,Eidos Interactive,Torus Games,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,53.0,6,7.5,24,-22.0
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,2010s,Role-Playing,Chunsoft,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Macross ? Scramble,PSV,2016,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Sudoku Ball Detective,Wii,2009,2000s,Puzzle,Playlogic Game Factory,Whitebear,E10+,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
The Ant Bully,GBA,2006,2000s,Platform,Midway Games,Artificial Mind And Movement,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,2010s,Adventure,Yeti,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Sega Arcade Gallery,GBA,2003,2000s,Misc,Thq,Bits Studios,E,0.03,0.01,0.0,0.0,0.04,0.04,NA,70.0,12,7.5,24,-5.0
Tao Adventure: Curse Demon,DS,2005,2000s,Role-Playing,Konami Digital Entertainment,Unknown,Unknown,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
"My World, My Way (US sales)",DS,2008,2000s,Role-Playing,Global A Entertainment,Unknown,Unknown,0.04,0.0,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
S.T.A.L.K.E.R.: Clear Sky,PC,2008,2000s,Shooter,Deep Silver,Gsc Game World,M,0.0,0.03,0.0,0.01,0.04,0.04,EU,75.0,47,7.7,478,-2.0
Black Stone: Magic & Steel,XB,2003,2000s,Role-Playing,Thq,Unknown,Unknown,0.03,0.01,0.0,0.0,0.04,0.04,NA,71.0,21,7.5,24,-4.0
NHRA Drag Racing: Countdown to the Championship,PS2,2007,2000s,Racing,Thq,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Sins of a Solar Empire: Trinity,PC,2010,2010s,Strategy,Kalypso Media,Ironclad Games,T,0.0,0.03,0.0,0.01,0.04,0.04,EU,71.0,21,7.9,19,-8.0
Bratz Kidz,DS,2008,2000s,Misc,Game Factory,Neko Entertainment,E,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,2000s,Adventure,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Painkiller: Hell Wars,XB,2006,2000s,Shooter,Dreamcatcher Interactive,People Can Fly,M,0.03,0.01,0.0,0.0,0.04,0.04,NA,68.0,33,7.4,16,-6.0
Housekeeping,DS,2007,2000s,Action,Unknown,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
My Hero Academia: Battle for All,3DS,2016,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
FunkMaster Flex's Digital Hitz Factory,PS2,2003,2000s,Misc,Jester Interactive,Jester Interactive,E,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,6,8.9,10,-18.0
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,2000s,Racing,Zoo Digital Publishing,Unknown,Unknown,0.03,0.0,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
Greg Hastings Paintball 2,PS3,2010,2010s,Shooter,Majesco Entertainment,Super X Studios,E10+,0.03,0.0,0.0,0.0,0.04,0.03,NA,46.0,5,7.5,24,-29.0
Sangoku Koi Senki: Otome no Heihou!,PSP,2012,2010s,Adventure,Prototype,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Castlevania Bloodlines,GEN,1994,1990s,Platform,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Hakuouki: Zuisouroku DS,DS,2011,2010s,Adventure,Idea Factory,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Detective Conan: Prelude from the Past,PSP,2012,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
100 Classic Games,DS,2011,2010s,Misc,Rondomedia,Easy Interactive,Unknown,0.0,0.03,0.0,0.0,0.04,0.03,EU,71.0,21,7.5,24,-4.0
Luminous Arc 3,DS,2009,2000s,Role-Playing,Marvelous Interactive,Unknown,Unknown,0.0,0.0,0.04,0.0,0.04,0.04,JP,71.0,21,7.5,24,-4.0
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,2010s,Action,D3Publisher,Unknown,Unknown,0.02,0.01,0.0,0.0,0.04,0.03,NA,71.0,21,7.5,24,-4.0
World in Conflict,PC,2007,2000s,Strategy,Vivendi Games,Massive Entertainment,T,0.0,0.03,0.0,0.01,0.04,0.04,EU,89.0,44,8.1,301,8.0
XBLAZE Code: Embryo,PS3,2013,2010s,Adventure,Arc System Works,Arc System Works,M,0.02,0.0,0.01,0.01,0.04,0.04,NA,71.0,21,7.1,14,0.0
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,2010s,Role-Playing,Kadokawa Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Major League Baseball 2K8,PSP,2007,2000s,Sports,Unknown,Kush Games,E,0.03,0.0,0.0,0.0,0.03,0.03,NA,63.0,5,7.5,24,-12.0
FabStyle,3DS,2011,2010s,Strategy,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Rebel Raiders: Operation Nighthawk,PS2,2006,2000s,Simulation,Kando Games,Kando Games,E10+,0.02,0.01,0.0,0.0,0.03,0.03,NA,53.0,5,7.5,24,-22.0
Astrology DS,DS,2009,2000s,Misc,Deep Silver,Unknown,Unknown,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Zenkoku Dekotora Matsuri,Wii,2008,2000s,Racing,Jaleco,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Cooking Mama: My Sweets Shop,3DS,2014,2010s,Simulation,Office Create,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Alienators: Evolution Continues,GBA,2001,2000s,Action,Activision,Digital Eclipse,E,0.03,0.01,0.0,0.0,0.03,0.04,NA,54.0,4,7.5,24,-21.0
Onechanbara Z Kagura,PS3,2013,2010s,Action,D3Publisher,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Dead or Alive Xtreme 3: Venus,PSV,2016,2010s,Sports,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,2010s,Misc,Unknown,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Pro Cycling Manager 2016,PC,2016,2010s,Sports,Focus Home Interactive,Cyanide,Unknown,0.0,0.03,0.0,0.0,0.03,0.03,EU,64.0,6,4.8,5,16.0
Pirates: Duels on the High Seas,DS,2008,2000s,Action,Oxygen Interactive,Oxygen Interactive,E,0.03,0.0,0.0,0.0,0.03,0.03,NA,50.0,15,7.5,24,-25.0
MX World Tour Featuring Jamie Little,XB,2005,2000s,Racing,Crave Entertainment,Impulse Games,E,0.03,0.01,0.0,0.0,0.03,0.04,NA,51.0,5,7.5,24,-24.0
PriPara Mezameyo! Megami no Dress Design,3DS,2016,2010s,Action,Takara Tomy,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Tomb Raider: Anniversary,PC,2007,2000s,Action,Eidos Interactive,Nixxes Software,T,0.0,0.03,0.0,0.01,0.03,0.04,EU,83.0,26,8.1,242,2.0
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,2010s,Action,Capcom,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Marines: Modern Urban Combat,Wii,2010,2010s,Shooter,O-Games,Destineer,T,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Infamous: First Light,PS4,2014,2010s,Action,Sony Computer Entertainment,Sucker Punch,T,0.0,0.03,0.0,0.0,0.03,0.03,EU,73.0,70,7.5,580,-2.0
The Idolmaster: Gravure For You! Vol. 4,PS3,2012,2010s,Misc,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Puyo Pop Fever(us sales),DS,2004,2000s,Puzzle,Ignition Entertainment,Unknown,Unknown,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Tour de France 2014,PS4,2014,2010s,Sports,Focus Home Interactive,Cyanide,E,0.0,0.03,0.0,0.0,0.03,0.03,EU,53.0,9,5.1,22,2.0
RedCard 20-03,XB,2002,2000s,Sports,Midway Games,Point Of View,E,0.03,0.01,0.0,0.0,0.03,0.04,NA,67.0,8,9.0,4,-23.0
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009,2000s,Role-Playing,Marvelous Interactive,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Deal or No Deal: Special Edition,DS,2010,2010s,Misc,Zoo Games,Zoo Games,E,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Puyo Puyo 7,PSP,2009,2000s,Puzzle,Sega,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Asterix & Obelix: Kick Buttix,PS2,2004,2000s,Action,Atari,Unknown,Unknown,0.02,0.01,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Radiant Silvergun,SAT,1998,1990s,Shooter,Esp,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
The Night of the Rabbit,PC,2013,2010s,Adventure,Daedalic Entertainment,Daedalic Entertainment,Unknown,0.0,0.03,0.0,0.0,0.03,0.03,EU,75.0,45,7.5,82,0.0
Bounty Hounds,PSP,2006,2000s,Action,Namco Bandai Games,Xpec,T,0.03,0.0,0.0,0.0,0.03,0.03,NA,63.0,14,6.0,7,3.0
Care Bears - Care Quest,GBA,2005,2000s,Action,Game Factory,Unknown,Unknown,0.02,0.01,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Burnout Paradise: The Ultimate Box,X360,2009,2000s,Racing,Electronic Arts,Unknown,Unknown,0.0,0.03,0.0,0.0,0.03,0.03,EU,71.0,21,7.5,24,-4.0
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,2010s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Tokyo Majin Gakuen: Kenfuuchou,DS,2008,2000s,Adventure,Marvelous Interactive,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Challenge Me: Word Puzzles,DS,2011,2010s,Puzzle,O-Games,O-Games,E10+,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002,2000s,Action,Hudson Soft,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
NHRA Drag Racing: Countdown to the Championship,PSP,2007,2000s,Racing,Thq,Unknown,Unknown,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Zatch Bell! Electric Arena,GBA,2003,2000s,Fighting,Banpresto,Unknown,Unknown,0.02,0.01,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
TOCA Race Driver 3,XB,2006,2000s,Racing,Codemasters,Codemasters,E10+,0.03,0.01,0.0,0.0,0.03,0.04,NA,84.0,25,8.0,6,4.0
A Game of Thrones: Genesis,PC,2011,2010s,Strategy,Focus Home Interactive,Cyanide,Unknown,0.0,0.03,0.0,0.01,0.03,0.04,EU,53.0,40,4.0,110,13.0
Gothic Universe,PC,2007,2000s,Role-Playing,Jowood Productions,Dreamcatcher Interactive,M,0.0,0.03,0.0,0.01,0.03,0.04,EU,71.0,21,7.9,10,-8.0
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,2000s,Misc,Daito,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Diabolik Lovers: Dark Fate,PSV,2015,2010s,Action,Idea Factory,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Sky Dancers,GBA,2005,2000s,Action,Crave Entertainment,Unknown,Unknown,0.02,0.01,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Need for Speed (2015),PC,2016,2010s,Racing,Electronic Arts,Unknown,Unknown,0.0,0.03,0.0,0.0,0.03,0.03,EU,71.0,21,7.5,24,-4.0
Silent Scope,GBA,2002,2000s,Shooter,Konami Digital Entertainment,Now Production,T,0.02,0.01,0.0,0.0,0.03,0.03,NA,70.0,5,8.0,5,-10.0
Deer Drive: Legends,3DS,2012,2010s,Action,Maximum Family Games,Raylight Studios,T,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,2000s,Misc,Activision,Unknown,Unknown,0.02,0.01,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Yggdra Union: We'll Never Fight Alone,GBA,2006,2000s,Role-Playing,Sting,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
The Cursed Crusade,PC,2011,2010s,Action,Dtp Entertainment,Kylotonn,M,0.0,0.03,0.0,0.01,0.03,0.04,EU,55.0,7,6.0,33,-5.0
Hotel Giant 2,PC,2008,2000s,Strategy,Jowood Productions,Enlight Software,E,0.0,0.03,0.0,0.0,0.03,0.03,EU,58.0,7,2.5,19,33.0
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,2010s,Fighting,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,2010s,Misc,Fields,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Caesar III,PC,1998,1990s,Strategy,Vivendi Games,Impressions Games,E,0.0,0.03,0.0,0.0,0.03,0.03,EU,71.0,21,8.7,50,-16.0
DarkStar One,PC,2006,2000s,Simulation,Ubisoft,Ascaron Entertainment Gmbh,T,0.0,0.03,0.0,0.01,0.03,0.04,EU,71.0,33,7.2,54,-1.0
Wangan Midnight,PS3,2007,2000s,Racing,Genki,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
ESPN NBA 2Night 2002,PS2,2002,2000s,Sports,Konami Digital Entertainment,Konami,E,0.02,0.01,0.0,0.0,0.03,0.03,NA,59.0,13,7.5,24,-16.0
Cabela's Dangerous Hunts 2,GC,2005,2000s,Sports,Activision,Fun Labs,T,0.03,0.01,0.0,0.0,0.03,0.04,NA,71.0,21,7.5,24,-4.0
Kekkaishi: Kokubourou no Kage,Wii,2007,2000s,Action,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
"Crouching Tiger, Hidden Dragon",GBA,2003,2000s,Action,Ubisoft,Ubisoft Shanghai,T,0.02,0.01,0.0,0.0,0.03,0.03,NA,60.0,12,7.5,24,-15.0
Suzumiya Haruhi no Tsuisou,PS3,2011,2010s,Adventure,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,2010s,Action,Nippon Ichi Software,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Trap Gunner: Countdown to Oblivion,PS,1998,1990s,Strategy,Konami Digital Entertainment,Unknown,Unknown,0.02,0.01,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Hitman: Blood Money,PC,2006,2000s,Action,Eidos Interactive,Io Interactive,M,0.0,0.03,0.0,0.01,0.03,0.04,EU,82.0,35,8.8,528,-6.0
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,2000s,Adventure,D3Publisher,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,2000s,Adventure,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,2010s,Shooter,Gearbox Software,Gearbox Software,M,0.03,0.0,0.0,0.01,0.03,0.04,NA,77.0,15,6.9,15,8.0
Section 8,PC,2009,2000s,Shooter,Southpeak Games,Timegate Studios,T,0.02,0.01,0.0,0.0,0.03,0.03,NA,72.0,31,7.0,78,2.0
Tsuyo Kiss: Mighty Heart,PS2,2006,2000s,Adventure,Princess Soft,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Sabre Wulf,GBA,2007,2000s,Platform,Thq,Rare Ltd.,E,0.02,0.01,0.0,0.0,0.03,0.03,NA,75.0,27,8.0,4,-5.0
Alpha Protocol,PC,2010,2010s,Role-Playing,Sega,Obsidian Entertainment,M,0.0,0.03,0.0,0.01,0.03,0.04,EU,72.0,25,7.5,511,-3.0
Planescape: Torment,PC,1998,1990s,Role-Playing,Interplay,Black Isle Studios,T,0.01,0.02,0.0,0.0,0.03,0.03,EU,91.0,22,9.2,813,-1.0
Gacharoku,PS2,2002,2000s,Misc,Sony Computer Entertainment,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Cake Mania: Baker's Challenge,PSP,2008,2000s,Puzzle,Destineer,Coresoft,E,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
SX Superstar,GC,2003,2000s,Racing,Acclaim Entertainment,Unknown,Unknown,0.03,0.01,0.0,0.0,0.03,0.04,NA,71.0,21,7.5,24,-4.0
Zoo Vet: Endangered Animals,DS,2008,2000s,Simulation,505 Games,Legacy Interactive,E10+,0.03,0.0,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Paddington: Adventures in London,3DS,2015,2010s,Puzzle,Koch Media,Ravenscourt,Unknown,0.0,0.03,0.0,0.0,0.03,0.03,EU,71.0,21,7.5,24,-4.0
Driven,GBA,2001,2000s,Racing,Bam! Entertainment,Crawfish Interactive,E,0.02,0.01,0.0,0.0,0.03,0.03,NA,68.0,10,7.5,24,-7.0
Star Wars Jedi Knight: Jedi Academy,PC,2003,2000s,Shooter,Activision,Raven Software,T,0.0,0.03,0.0,0.0,0.03,0.03,EU,81.0,34,8.6,293,-5.0
Red Faction II,GC,2003,2000s,Shooter,Thq,Cranky Pants Games,M,0.03,0.01,0.0,0.0,0.03,0.04,NA,79.0,12,7.3,4,6.0
Langrisser: Re:Incarnation Tensei,3DS,2015,2010s,Role-Playing,Extreme Entertainment Group,Unknown,Unknown,0.02,0.0,0.01,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,2010s,Role-Playing,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011,2010s,Role-Playing,Hudson Soft,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
SD Gundam G Generation: Gather Beat 2,WS,2001,2000s,Strategy,Namco Bandai Games,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Battle Engine Aquila,PS2,2003,2000s,Shooter,Atari,Lost Toys,T,0.02,0.01,0.0,0.0,0.03,0.03,NA,73.0,17,9.0,5,-17.0
Hello Kitty: Roller Rescue,PC,2005,2000s,Action,Empire Interactive,Unknown,Unknown,0.0,0.03,0.0,0.0,0.03,0.03,EU,71.0,21,7.5,24,-4.0
Special Forces: Nemesis Strike,XB,2005,2000s,Shooter,Hip Interactive,Asobo Studio,M,0.03,0.01,0.0,0.0,0.03,0.04,NA,60.0,10,6.5,4,-5.0
Women's Volleyball Championship,PS2,2007,2000s,Sports,Spike,Spike,E,0.0,0.0,0.03,0.0,0.03,0.03,JP,32.0,7,4.0,4,-8.0
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,2000s,Sports,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,2000s,Misc,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Crimson Tears,PS2,2004,2000s,Role-Playing,Capcom,Dreamfactory,T,0.02,0.01,0.0,0.0,0.03,0.03,NA,62.0,30,7.8,4,-16.0
Battle Assault 3 featuring Gundam Seed,PS2,2004,2000s,Action,Namco Bandai Games,Natsume,T,0.02,0.01,0.0,0.0,0.03,0.03,NA,48.0,9,8.7,7,-39.0
WRC: FIA World Rally Championship,PSP,2005,2000s,Racing,Sony Computer Entertainment,Traveller'S Tales,E,0.02,0.01,0.0,0.0,0.03,0.03,NA,67.0,18,7.8,19,-11.0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008,2000s,Simulation,Konami Digital Entertainment,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Batman Forever: The Arcade Game,PS,1996,1990s,Action,Acclaim Entertainment,Unknown,Unknown,0.02,0.01,0.0,0.0,0.03,0.03,NA,71.0,21,7.5,24,-4.0
Romance of the Three Kingdoms (3DS),3DS,2013,2010s,Strategy,Tecmo Koei,Unknown,Unknown,0.0,0.0,0.03,0.0,0.03,0.03,JP,71.0,21,7.5,24,-4.0
Living Legends: Frozen Beauty,PC,2014,2010s,Action,Big Fish Games,Playrix Entertainment,Unknown,0.0,0.03,0.0,0.0,0.03,0.03,EU,71.0,21,7.5,24,-4.0
Cabela's Outdoor Adventures,GC,2005,2000s,Sports,Activision,Magicwand,T,0.03,0.01,0.0,0.0,0.03,0.04,NA,71.0,21,8.8,9,-17.0
